id,name,naver_place_id,website
1,고은미인의원,20951918,http://www.goeunmiin.co.kr/
2,마이닥터의원,1721660349,http://www.mydrclinic.co.kr/
3,미소앤유의원,30824343,http://misoau.ad-media.kr/main
4,톡스앤필의원 관악서울대입구점,12764443,http://www.toxnfill10.com/
5,닥터에버스의원 서울대입구점,1099077098,http://www.evers3.co.kr/
6,서울대입구예쁨주의쁨의원,1691462395,http://www.ppeum25.com
7,서울미의원 서울대입구역본점,,http://www.seoulmi.kr
8,라르떼의원 서울대입구점,32407189,http://larte.kr/seouluni/
9,세이렌의원,1061940339,http://www.seirenclinic.co.kr/
10,미앤미의원 서울대입구역,1298728582,http://su.branch.mimimi.co.kr/
11,리부팅의원,1139033760,https://rebootingclinic.co.kr/
12,르비브의원,2013481920,https://reviv.kr/
13,참맑은의원,21301602,http://www.charmclinic.kr/
14,진앤미의원,13050711,http://www.jnmskin.co.kr
15,라마르의원 이수역,13478433,http://www.isu-lamarskin.com/
16,바로그의원 강남,1542495109,https://barogclinic.com/branch/br12/subindex.php
17,연세모나의원,1190471014,http://www.monahair.co.kr
18,고운미의원,13569648,http://www.gounmiclinic.co.kr/
19,뉴케이의원,13149725,https://www.newkclinic.com/
20,뷰티라운지의원 강남점,1378843858,http://www.beautyloungeclinic.co.kr
21,민앤민의원 강남점,1307870014,https://drminskin.com/
22,제이필의원 강남점,1091004448,https://jfeelclinic.com/
23,강남라렌의원,1752902306,http://gwangmyeong.lareinegroup.co.kr/
24,오롯의원,1761787667,https://www.orotclinic.kr
25,모리스의원,1140081354,https://molessclinic.com/
26,삼성필의원,12753967,https://feel-clinic.co.kr/
27,콜나움의원 강남,1270615744,http://collnaum.co.kr/
28,루미에의원,13114570,http://www.lumieskin.co.kr
29,뮤즈의원 강남점 본관,32435710,https://gangnam.museclinic.co.kr/
30,프라임의원,11716679,http://primeskin.co.kr/
31,리본의원,1878051676,http://reborncorea.com/
32,연세조이의원 동작점,13222753,http://www.joyclinic.co.kr/
33,자연예쁨의원,37774557,http://nb-skin.com/
34,디오레의원,1499364517,https://dioreclinic.com/
35,오앤의원,37361917,https://on-clinic.co.kr/
36,봄빛의원,1579955969,https://www.bomvitclinic.com
37,설레임의원 강남,33418580,https://gangnamskin.co.kr/
38,하얀의원,31905981,http://boramaewhiteskin.com/
39,아이유의원,13344099,http://www.i-you.co.kr/
40,닥터에버스의원 강남,1867116380,https://evers19.co.kr/
41,모던스탠다드의원,1420242508,https://modern-standard.co.kr
42,강남연세라인의원,33696021,http://www.ylclinic.com/
43,페슈의원,2041892080,https://www.pecheskin.clinic/
44,헤이데이의원 강남,1057583989,https://heydayclinic.com/
45,유앤아이의원 강남점,1380019560,https://www.uni114.co.kr/
46,예쁨주의쁨의원 강남본점,563223381,https://sinnonhyeon.ppeum.com/about
47,디에이치페이스업의원,1049028935,https://faceup1.com
48,피엘의원 용산,1805592301,http://pielclinic.co.kr/
49,강남타임의원,,http://www.gangnamtime.com
50,다미의원,11875386,http://www.damiskin.com/
51,밴스의원 여의도,1917789001,https://yeouido.vandsclinic.co.kr/
52,델픽의원,,https://delphic.co.kr/
53,블루릿지의원,12945275,http://www.blueclinic.co.kr/
54,큐티스의원,1649148555,http://qtis.co.kr
55,노벨의원,1844309595,http://novelclinic1.com/
56,아이파크몰의원,12914141,http://www.iparkmallclinic.com/
57,뷰티라운지의원 용산점,1399144077,http://yongsan.beautyloungeclinic.com
58,블리비의원 용산점,2091952015,https://www.velyb.kr
59,리엔뉴의원,1779471465,http://www.rennew.co.kr
60,블리비의원 구로점,1357484247,http://www.velyb.kr/
61,유앤아이의원 여의도점,2039367298,https://www.yuduni114.co.kr/
62,아비쥬의원 구로,32358887,http://www.abijouclinicgr.com
63,밴스의원 구로,1823850490,https://guro.vandsclinic.co.kr/
64,서울스타의원,1438120276,http://seoulstarclinic.com/
65,제이디리체스의원,,http://www.jdrichesseclinic.com/
66,조은날의원,,http://www.joeunnalclinic.com
67,신논현톡스앤필의원,,https://www.toxnfill9.com/
68,오드의원,,http://www.odeclinic.co.kr/
69,시아의원,,https://gangnam.sia-clinic.com/
70,샤인빔의원 강남,,https://gangnam.shinebeam.co.kr/
71,바이슈의원,,http://www.byshu-clinic.com
72,클래스원의원,,http://eventive.kr/classone/2602-1/
73,세라미크의원 강남,,https://www.gangnam.ceramiqueclinic.com
74,루센느의원,,http://lucenne.co.kr/
75,큐디의원,,https://qdclinic.co.kr/
76,다시온의원,,http://dashonclinic.com
77,스페이드의원,,http://spadeclinic.com/event/01.html
78,홀드의원,,https://holdclinicgn.com/
79,레픽의원,,https://repicclinic.com/
80,강남로미모의원,,http://www.romimo.co.kr
81,맥스웰의원 여의도점,1062568497,https://yeouido.maxwellhair.com/
82,타임리턴의원,1881248227,http://timereturnclinic.com
83,메이드유의원 강남본점,,http://www.madeu.co.kr/
84,강남메이퓨어의원,697516747,https://www.maypureclinic.com/gangnam
85,벨포인트의원,,https://bellepoint.co.kr
86,소유의원,,http://soyouclinic.com/
87,시네마의원,,http://www.cinemaclinic.co.kr/
88,강남브엘의원,,https://vlcell.com/
89,뉴브의원,,https://www.newve-skinclinic.co.kr/
90,예쁜얼굴의원,,https://beauty-story.co.kr/new2019/index.php
91,루엘의원,,https://luelclinic.com/
92,비브이의원,,http://bvclinic.co.kr/
93,앤퍼센트의원,,http://npercentclinic.com/
94,우유빛의원,,https://wooubit.com
95,모두모의원 강남,,http://mdmclinic.com/
96,청아연의원,,http://www.purehealing.co.kr/clinic/
97,셀리데이의원,,https://www.crfclinic.com
98,루비의원 양재역,,https://ruby-clinic.com/
99,이즈의원,,https://izclinic.co.kr/scar
100,올핏의원,,http://www.allfit.kr
101,뽀드베베의원,,http://www.podbebe.co.kr/
102,조앤박의원,,http://joandpark.com
103,리메이크강남의원,1334254968,https://linktr.ee/REMAKEGANGNAM
104,유올림의원,,http://youolim.com/
105,서울탑초이스의원,,http://topchoiceclinic.co.kr/
106,연세모에버의원,,https://www.moever.co.kr
107,프레쉬테마의원,,https://buly.kr/EooGjXn
108,뷰티앤영의원 신사,,http://www.beautynyoung.co.kr
109,제이디의원 강남점,,http://www.jdclinic.com/
110,제로의원 신사,,https://www.zeroclinic1.com/
111,지우개의원,,https://doctor-eraser.com/
112,강남미의원,,http://gangnammi.com
113,신사디온의원,,https://dion-ss.com/
114,예피다의원,,https://www.yepida.kr/
115,모아만의원,,https://www.moaman.kr/
116,더루루의원,,http://www.theluluclinic.com/
117,닥터윤뷰티플의원,,http://www.닥터윤.net
118,닥터에버스의원 구로,1127071234,https://evers22.co.kr/event20041
119,루비의원 신사점,,https://www.rubyclinic-sinsa.com/
120,이화미의원,12899811,http://www.ewhabeauty.com/
121,여의도더원의원,1467427413,https://meast.theone114dyd.co.kr/index.php
122,데이뷰의원 여의도,1559244370,https://daybeauclinic08.com
123,유앤아이의원 구로점,1956327823,https://www.gruni114.co.kr/
124,에이브의원 신사,,https://aiveclinic.com
125,하프의원 신사,,http://halfclinic1.com/
126,드올의원,,http://deorclinic.com/
127,지세븐의원,,http://www.g7clinic.com/
128,고정아의원,,http://kojungaclinic.co.kr/
129,뉴엘의원 신사,,http://www.nuelclinic.com/
130,연세베러의원,,https://betterclinic.kr
131,리올의원,,https://liolclinic.com
132,닥터홈즈의원,,http://www.drhomes.co.kr/
133,드림헤어라인의원,,https://www.dreamhairline.co.kr/?utm_source=naver&utm_medium=place&utm_campaign=main
134,모든모의원,,http://modeunmo.com/
135,세라미크의원 신사점,,https://sinsa.ceramiqueclinic.com
136,리오셀의원,,https://liocellclinic.com/
137,모프로의원,,http://mopro.co.kr/
138,글로리의원,,https://gloryclinic.co.kr
139,오큐라의원,,http://www.drbomchun.com
140,셀더영의원,,https://www.celltheyoung.com
141,도브의원,,http://www.doveclinic.co.kr
142,디캐럿의원 신사,,https://sinsa.dicarat.com/
143,드네의원,,https://www.dneclinic.com/
144,예라인의원 압구정,,https://yeline-cell.com/
145,모우다의원,,https://moudaclinic.com
146,이유의원,1303487840,https://litt.ly/reyouclinic
147,비에스의원,,http://www.bsclinic.co.kr
148,815의원,,http://815clinic.co.kr/
149,압구정 에테르나 의원,,https://eternaclinic.co.kr/
150,압구정 BLS의원,,http://blsclinic3.com/
151,메종프리베의원,,https://dro.ooo
152,반딧불의원,,https://www.banditbulclinic.com
153,디토셀의원,,https://dittocell.com
154,유진스의원,,http://eugensclinic.com/
155,제니의원 압구정역,1106660845,http://jennyclinic.co.kr/
156,포인트업의원,,http://www.pointupclinic.co.kr
157,예젤의원,,https://www.yezelclinic.com
158,베이드의원,,http://www.baidclinic.com
159,아이에이치의원,,https://ihclinic.co.kr/
160,리노보의원 압구정역,,http://www.renovo.co.kr/
161,모빈치의원,,http://www.movinci.co.kr/
162,연세뷰티의원,,http://www.ysbclinic.com/
163,하오덤의원 압구정,,http://haoderm.com
164,글로비지테라안티에이징의원,,http://www.gtheraclinic.com/
165,셀리닉의원,,https://cellinique.com/
166,올라라의원,,https://olara.co.kr/
167,모더함의원,,http://www.moderhamm.com/
168,압구정톡스앤필의원,,http://www.toxnfill2.com/
169,누브의원 선릉,,https://nuvclinic.com
170,에이포의원 압구정,,http://aforclinic.com/
171,포헤어의원 서울점,21414720,https://www.forhair.co.kr
172,닥터소녀로의원,,http://www.drgirl.co.kr/
173,네오의원,19777586,http://www.neoclinic.kr/
174,더새로이의원,,http://www.theseroi.co.kr/
175,문의원,,http://www.moonclinic.co.kr/
176,셀앤의원,,https://www.cellnclinic.com/
177,오빗의원,,http://www.orbit-clinic.com/
178,온앤위드의원,,http://onnwith.com
179,이지동안의원 강남본점,,http://egsns.com
180,압구정튠의원,,http://tune-clinic.co.kr/
181,엔젤미의원,,https://angelmiclinic.com/
182,청담란셀의원,,https://rancellclinic.com
183,밴스의원 과천,,https://gwacheon.vandsclinic.co.kr/
184,메이린의원 더현대서울,1106214035,http://www.maylin.co.kr/thehyundai/
185,연세미다인의원,,http://www.midain.com/
186,디샤인의원,1193623746,http://deshignclinic1.com/
187,몬스터의원,,https://monsterclinic.com
188,신사넘버파이브의원,,http://no5clinic.com/main
189,압구정 맘모스헤어라인의원,,https://mammothseoul.com
190,블랑드비의원,,https://blancdevie.com/apgujeong/
191,예스미의원,1198402924,http://www.yesmeskin.com
192,한사랑노노의원,12051757,http://www.fillerbotox.com/
193,제이드의원,,http://jade-clinic.com/
194,안티에이징의원,,https://도곡안티에이징의원.com
195,모앤블레스의원,,http://www.moandbless.co.kr/
196,포레웰의원,,https://talk.naver.com/profile/c/forewellclinic
197,밀리의원 도산,,http://miliclinic.com
198,마이미의원 선릉,,http://www.mymeclinic.com/
199,원셀의원,,http://onecell.co.kr/
200,청담봄온의원,,https://bom-on.com/
201,티업의원,,https://www.tupskin.com
202,더이쁨풀의원,,http://theebbumfull.co.kr
203,더리즈의원 선릉,,http://thelizclinic.com
204,모리의원,,http://www.clicktalmo.com/
205,맑은선의원,,http://www.clear-line.co.kr/
206,인코드의원,,https://www.encodeclinic.co.kr/
207,청담솔루션의원,,http://sollution.co.kr/
208,대치뷰티라운지의원,,http://daechi.beautyloungeclinic.com/
209,라르떼의원 선릉점,37791171,http://larte.kr/
210,모아이의원,,https://moaihair.com
211,르모아의원,,http://lemoirclinic.com
212,민의원,,http://www.min-clinic.co.kr/
213,바우스의원,,http://www.clinicbaus.com
214,선릉 디온의원,,https://dion-sl.com/
215,닥터디자이너의원 영등포,35228564,https://ydp.drdclinic.co.kr/s/zczh0
216,미라젠의원,,https://miragen.clinic
217,청담포레브의원,,http://www.peaureve.co.kr
218,스케줄의원,,http://scheduleclinic.kr/
219,권오정리얼뷰티의원 선릉,,http://www.kojskin.com/
220,청담퍼스널의원,,http://www.cdpsnclinic.co.kr/
221,청담나올의원,,https://www.naolclinic.com
222,골드제이의원,,https://goldjclinic.com/
223,비티에프의원,,http://btfclinic.co.kr/
224,브이모먼트의원,,https://vmoment.co.kr
225,청담바롬의원,35849090,http://www.varom.kr/
226,엘레브의원,,http://www.elevclinic.co.kr/
227,닥터클로버의원,,https://drcloverclinic.com
228,닥터로빈의원 선릉점,,http://robbin.co.kr
229,파르크도산의원,,http://www.parcdosan.com/
230,필로스의원,,http://www.philos-clinic.com/newpc/main/
231,미즈킨의원,,http://www.mizkin.com/
232,닥터손유나의원,,http://www.drsonyouna.com
233,미소미의원,13201099,http://www.misomeclinic.co.kr/
234,엘리엇의원,1410747876,http://www.elliotclinic.com/
235,메이퓨어의원 영등포점,38233475,https://www.maypureclinic.com/ko/
236,데이뷰의원 영등포,1315429869,https://daybeauclinic09.com/branch/
237,영등포밴스의원,1563457239,https://yeongdeungpo.vandsclinic.co.kr/
238,유앤아이의원 영등포,1344800595,https://www.ydpuni114.co.kr/
239,닥터올린의원,1338710579,https://drallinclinic.com/
240,엠엑스의원,,http://www.mxskin.co.kr/
241,에이치투오의원,,http://www.htoaging.com/
242,청담셀팅의원,,https://pf.kakao.com/_NxmpGn/chat
243,연세리엘의원,1301333762,http://leighelclinic.co.kr/
244,동안중심의원,,http://www.dongancenter.com/
245,브리에의원,,https://brillerclinic.com/
246,에이엘 의원,,http://alclinic.co.kr/
247,청담헤아린의원,,http://www.healinclinic.com/main/home.php?
248,블리비의원 영등포점,1144723166,http://www.velyb.kr/
249,더원의원 서여의도점,1361507061,https://mwest.theone114dyd.co.kr/index.php
250,벨리시모의원,,http://www.bellissimo.co.kr
251,주앤의원,,http://www.juanclinic.com/
252,사르티네의원,,https://www.sartine.kr/
253,이승우의원,1114870055,http://lswclinic.co.kr/
254,라마르의원 영등포,13435285,http://www.young-lamar.co.kr/
255,닥터고운선의원,,http://snowwhiteclinic.kr/
256,보셀르의원,,https://bocelle.co.kr
257,유앤아이의원 선릉점,,https://www.sluni114.co.kr/
258,루나의원,,https://lunamedicalclinic.page24.app
259,사려니의원,1774854927,https://saryeoni-clinic.com/
260,미엘르인청담의원,1418500637,http://www.mielleclinic.co.kr
261,이오의원,,http://www.eoclinic.kr/
262,청담아티젠의원,,http://www.artisanclinic.co.kr
263,엔비유의원,,http://www.nvu.co.kr/
264,청담잇츠미의원,,http://itsme1.kr/
265,청담아이우의원,,https://aiooclinic.com
266,뉴셀의원,,https://newcell.co.kr
267,청담리투의원,,http://www.retooclinic.com
268,미소지인의원,19809910,https://misoziin.co.kr/
269,이와이의원,,http://eyclinic.co.kr/
270,멘드의원,1438456643,http://www.mendclinic.kr/
271,메이퓨어의원 가산디지털점,2027361278,https://www.maypureclinic.com/
272,라엘르의원,13412468,https://www.la-aille.com/
273,아란의원,1344061520,https://simte.xyz/아란의원이벤트
274,홀인원의원,,http://www.manpride.net/
275,포인트의원,1844366062,http://www.pointclinic.co.kr
276,호안의원,1315927961,https://hoan.clinic/
277,닥터진의원,,http://www.drjinclinic.com
278,리앤델의원,,https://www.redel.co.kr/
279,청담디어의원,,https://dearchungdam.com
280,호수의원,37202629,http://www.hosooclinic.com/
281,뷰앤플의원,,https://www.bnp.kr/
282,디에스의원,,http://www.dsclinics.com/
283,청담 밴스의원,,https://cheongdam.vandsclinic.co.kr/
284,청담에끌라드의원,,http://www.eclatde.com
285,로렐의원,,https://www.laurelclinic.com/
286,반의원,,https://vaanclinic.com
287,청담공의원,,http://www.kongclinic.co.kr
288,가산연합의원,1011119306,http://www.gasanclinic.com/
289,리연케이의원 압구정,,http://www.reyeonk.co.kr/
290,에이든의원,,https://aidenclinic.co.kr
291,탐의원,,http://www.tamclinic.co.kr/
292,도곡 유스앤영의원,,https://youthandyoungdg.com/
293,더마스터의원,,http://www.dermasterclinic.com/
294,살롱드닥터튠즈의원 청담,,http://salondedrtunes.kr
295,로사의원,,https://www.rosaclinic.co.kr
296,청담파크의원,,https://www.clinicpark.co.kr
297,마시멜로의원,,http://www.marshmallowclinic.com/
298,청담이음엘의원,,https://www.ieumlclinic.com
299,닥터에버스의원 청담,,https://evers15.co.kr/
300,청담BLS의원,,http://www.blsclinic2.com/
301,청담서클의원 본관,,https://cheongdam-circle.com/
302,김송이의원,1636688482,https://www.ksy-clinic.co.kr/
303,아카이브청담의원,,https://archive.beauty
304,유라인의원,,https://ulinebody.com/?src=image&kw=0018E2
305,클리니크후즈후의원,,http://www.cliniquehushu.com/
306,다시봄날의원 과천점,,http://gc.springdayclinic.com
307,셀리크의원,,http://celliqueclinic.co.kr/
308,연세아르미안의원,,http://www.ysarmian.com/
309,리프티의원,,https://liftyclinic.kr/
310,모즈의원 청담,,https://www.litt.ly/modsmkt
311,BLS의원 본점,,http://www.blsclinic1.com/
312,닥터선의원,1994928042,http://drsunclinic.co.kr/
313,어반힐의원,,http://www.urbanheal.co.kr/
314,청담카민의원,,https://kaminclinic.com/
315,유안의원,,http://youan.co.kr/
316,청담청아의원,,https://cheongaclinic.com/
317,청담큐비큐의원,,https://www.qbqclinic.co.kr/
318,엠레드의원 청담,,https://amredclinic.com/ko
319,더맑은의원,13588940,http://www.theclearskin.co.kr/
320,청담에스에스640의원,,https://www.cdss640.co.kr/
321,메이린청담의원,,https://maylincheongdam.com/
322,클라시코의원,,http://www.clasicoclinic.co.kr
323,담의원,,http://www.damclinic.co.kr/
324,더씨엘의원,,http://thecielclinic.com
325,루셀의원,,http://www.lu-cell.co.kr
326,유앤아이의원 과천점,,https://www.gcuni114.co.kr/
327,청담도트의원,,https://cheongdamdot.com
328,리앤유의원,1507224889,https://www.renyou.co.kr
329,얀의원,,https://yaanclinic.com
330,오르세윤의원,,http://orsayun.com/
331,린의원,,http://www.lyhnclinic.com/
332,연세미랑의원,,http://www.mirang.co.kr
333,피그마리온의원,,http://pygmalion2020.com/
334,빛봄의원,,http://www.bitbomclinic.com/
335,브랜뉴의원,,https://brandnewclinic.com/
336,청담비포앤애프터의원,,http://bnaclinic.co.kr/
337,청담엔비의원,,http://www.clinicnb.com
338,닥터알의원,1773897155,http://drrclinic.com/
339,셀나인청담의원,,https://www.cellnine.co.kr
340,청담안느의원,,https://anneclinic.com/
341,닥터디자이너의원 청담점,2018950421,https://cheongdam.drdclinic.co.kr/
342,청담아르티의원,1619071850,https://silhouetteskin.com
343,청담흰의원,,http://www.hinnclinic.com
344,청담차오름의원,,http://chaoreum.net
345,삼성 밴스의원,,https://samseong.vandsclinic.co.kr/
346,로이셀의원 청담,,http://www.roycelclinic.com/
347,서울아트라인의원,,http://www.seoulartline.co.kr
348,셀레스티얼의원,,https://www.celestial25.com/
349,연세라헨느의원,,http://queenclinic.com/
350,청담끌레어의원,,http://cclaire.co.kr/
351,닥터오의원,1782553828,https://www.dr-oclinic.com
352,더블유의원,1264306473,http://www.wclinics.co.kr
353,티원의원 강남,1683078159,https://t1clinic.com/
354,읻다의원,,http://iddaclinic.com
355,르쏘메의원,,https://lesommetclinic.com
356,안티안의원,,http://antianclinic.com/
357,베르미의원 청담점,,https://verme.co.kr
358,뷰테스의원,,https://beautesclinic.co.kr/
359,메이퓨어의원 수서점,697516747,https://www.maypureclinic.com/ko/
360,노바에스피부과의원,31051491,http://www.novasclinic.co.kr/
361,강남우태하피부과의원,,http://wooskin.co.kr/2014_wooskin/
362,아름다운나라피부과의원,,http://www.anacli.co.kr/
363,도곡양재 차앤박피부과의원,,http://dogok-yangjae.cnpskin.com
364,마이디피부과의원,19737611,http://www.mydskin.co.kr/
365,맥스웰피부과의원,,https://maxwellhair.com/
366,고우석제이엠오피부과의원,,http://www.e-jemo.co.kr/
367,초이스피부과의원 신사,1842533876,https://skinchois.net/sinsa
368,레지움피부과의원,,http://lasium.co.kr/
369,셀파크피부과의원,,http://www.cellparkclinic.com
370,오수진피부과의원,,https://ohsujinskin.com
371,리프톤피부과의원 신사,,https://www.liftonskin.com/main
372,헤브피부과의원 신사,,https://seoul.hevclinic.com/
373,더힐피부과의원 신사본점,,http://www.thehealskin.co.kr
374,시그니처피부과의원,,http://signatureskin.co.kr
375,투명피부과의원,,http://www.toomyungskin.com/
376,밀락씨의원,2068820493,https://milaccclinic.com
377,닥터스피부과의원 신사,,https://sinsa.doctors365.co.kr
378,한희피부과의원,,http://www.hanhui.co.kr/
379,수피부과의원,32472870,http://www.sooskin.co.kr
380,인샤인피부과의원,,http://inshineskin.com/
381,노블클래식의원 당산,33156010,http://nobleds.com
382,미소안피부과의원,,http://www.misoahn.co.kr/
383,바노바기피부과의원 강남점,,http://skinbanobagi.com/
384,박성주조에피부과의원,,http://www.zoeclinic.com/
385,라메스피부과의원,,http://www.lames.co.kr
386,유스피부과의원,,http://www.youthclinic.co.kr
387,눈피부과의원,,http://www.eyeskin.co.kr/
388,스토리피부과의원,,http://www.skinbystory.com
389,파인드피부과의원,,https://www.pindderma.com
390,기분좋은피부과의원,,http://www.feelsogoodclinic.com
391,아트인휴먼피부과의원,,http://www.artinskin.co.kr/
392,트로피 피부과 의원,,https://www.trophydermatology.com
393,청담안즈피부과의원,,http://anzclinic.com
394,레아주서울피부과의원,,http://reageau.com
395,베리굿피부과의원,,http://verygoodclinic.com/
396,드림피부과의원,,http://www.dreamskin.co.kr/
397,더서울피부과의원,,http://www.theseoulderma.com
398,스테이영피부과의원,,http://www.stay0skin.com/
399,더모어피부과의원,,https://www.dermore.co.kr/
400,웰스피부과의원 압구정,,https://www.wellsclinic.co.kr/
401,피에이치디피부과의원 압구정,,https://phdclinic.com
402,서울리거피부과의원,,https://www.seouleaguer.co.kr/
403,벧엘피부과의원,38507408,http://www.bethelskin.com/
404,서울에스와이피부과의원,,https://syskin.co.kr/
405,위드윈피부과의원,,http://widwinskin.com
406,미앤미의원 광명,,https://gm.branch.mimimi.co.kr/
407,디엠피부과의원,,http://dmdermatology.co.kr/
408,림피부과의원,,http://www.rimskinclinic.com/
409,모리치피부과의원,,http://richhair.com/
410,CNP차앤박피부과의원 압구정점,11874484,https://www.cnpskin.com/pc/branch/main/main.html?jijummid=cnpskin04
411,압구정오라클피부과의원,,http://oracleagj.com/
412,스위츠피부과의원,,http://switzskin.com
413,보스피부과의원,,https://www.vos.co.kr
414,제너리스의원 광명본점,,https://gm.generless.com/
415,에버그린피부과의원,,http://www.egskin.co.kr/
416,청담더오피부과의원,,https://www.theoskinclinic.com/
417,강남리더스피부과의원,,https://leaders-dogok.com/
418,매직피부과의원,,http://www.emagicskin.com/
419,톤즈의원 광명점,2038808892,https://www.tonesclinic.co.kr/gwangmyeong?lang=ko
420,청담오라클피부과의원,,https://cdoracleclinic.com
421,청담연세피부과의원,,http://www.yonseiskin.com/
422,압구정 리더스피부과의원,,https://leaders-aj.com/
423,타임리스피부과의원 도곡점,,http://tlskin.co.kr/
424,광피부과의원 청담,,https://glowderm.kr/
425,서울에이치피부과의원,,http://www.h-dermatology.com
426,서울레전드피부과의원,,http://www.legendskin.kr
427,예인피부과의원 선릉점,,http://www.yeinskin-sl.com/
428,대치오라클피부과의원,,http://daechi.oracleclinic.com
429,셀린의원 광명점,,https://www.cellinclinic6.com
430,한티닥터스피부과의원,,http://hanti.doctors365.co.kr
431,시아의원 광명,,https://gwangmyeong.sia-clinic.com/
432,최윤정피부과의원,,http://www.cyjskin.co.kr/
433,청담고운세상닥터지피부과의원,,http://www.e-agnes.com/
434,메이퓨어의원 광명철산점,697516747,https://www.maypureclinic.com/ko/
435,루미인피부과의원,,http://lumiinderma.com/
436,하늘느낌피부과의원,,http://skyfeel.co.kr/
437,리원피부과의원 강남,,http://www.reoneskin.com/
438,김혜영피부과의원,,http://www.doctor-skin.co.kr/
439,오늘안피부과의원,,http://oneul-an.com
440,네이처피부과의원,,http://www.drhanskin.com/
441,에스디피부과의원,,http://www.sdderm.co.kr/
442,디앤에이피부과의원,,https://dnaskin.co.kr
443,퓨어피부과의원,,http://pureclinic.kr
444,디에이피부과의원 도산,,https://www.daderma.com/
445,디알피부과의원,,http://drclinic.kr/
446,제이유피부과의원,,http://jyouskin.co.kr
447,세진피부과의원,,http://www.sejinskin.com/
448,리라피부과의원 청담,,http://reraskin.com
449,리드미피부과의원,,http://www.menmi.co.kr/
450,블리비의원 광명점,1507212667,https://www.velyb.kr
451,베스트웰피부과의원,,http://압구정피부과.kr/
452,리더스피부과의원 청담,,https://leaders-cd.com/
453,스킨메디피부과의원,,https://skin-medi.co.kr
454,에스앤유김방순피부과의원,,https://snurose.co.kr/
455,예미원피부과의원,,http://www.yemiwondogok.co.kr/
456,룬피부과의원 청담,,https://www.threads.com/@dr.lunn
457,오가나셀피부과의원 청담본점,,http://www.oganaskin.com/
458,청담은피부과의원,,http://eunskin.com
459,유니서울피부과의원,,http://www.uniseoul.co.kr/
460,다인피부과의원,,http://www.dainskin.co.kr/
461,산소피부과의원,,http://www.sansoskin.com/
462,밴스의원 신촌역,2050044708,https://sinchon.vandsclinic.co.kr/
463,레어피부과의원 청담,,http://dermarare.com
464,디오디피부과의원 청담,,https://www.dodskin.com/
465,플렉스피부과의원,,http://flexskin.co.kr
466,ST성모피부과의원,,http://stskin.com/
467,서울톤피부과의원 강남본점,,http://www.seoultone.kr/
468,클린업피부과의원 청담,,http://www.upskincd.co.kr/
469,멜로우피부과의원 청담점,,http://doctormellow-cd.com
470,셀온피부과의원,,http://www.cellonclinic.com
471,청담쥬넥스피부과의원,,https://www.jeunexclinic.com
472,삼성화이트피부과의원,,http://samsungwhitederma.com
